source,title,description,link
PBS,"Man kills 8 children and shoots his wife and another woman in Shreveport, Louisiana","Sophie Bates, Associated PressSophie Bates, Associated Press Lekan Oyekanmi, Associated PressLekan Oyekanmi, Associated Press Gerald Herbert, Associated PressGerald Herbert, Associated Press SHREVEPORT, La. (AP) — A Louisiana man who fatally shot seven of his children and another child in an attack against his family was in the middle of separating from his wife, who also was shot and wounded, a relative said. The violence that unfolded early Sunday across two houses in Shreveport, Louisiana, was one of the nation's deadliest mass shootings in recent years. The gunman's wife, who family members say is the mother of some of the children, and another woman were critically wounded, according to the Shreveport Police Department. The police said in a statement Monday that they are hopeful that both women will recover. The shooter, identified as Shamar Elkins, died after fleeing and a police pursuit that ended with officers firing on him. Officials said the children — three boys and five girls — ranged in age from 3 to 11 years old. Another person jumped off the roof of the house and was expected to survive. ""I just don't know what to say, my heart is just taken aback,"" Shreveport Police Chief Wayne Smith said. ""I cannot begin to imagine how such an event could occur."" READ MORE:5 people shot during fight in nightlife district near the University of Iowa, police say Elkins and his wife were separating and had been due in court Monday, said Crystal Brown, a cousin of a woman shot in the attack. She said the couple had been arguing about the separation before the shooting. Police officers secure a street where eight children, with ages ranging from 1 to 14, were killed in a mass shooting in Shreveport, Louisiana, U.S., April 19, 2026, in a still image from video. Photo by ABC Affiliate KTBS via Reuters. Authorities said the shooting erupted before dawn, when Elkins shot a woman at a home in a neighborhood south of downtown. He then went to the other house a few blocks away and began shooting the children, police said. Elkins' nephew was among the slain children, according to the Caddo Parish coroner's office. Liza Demming, who lives two houses down from where most of the victims were shot, said her security camera captured video of the suspect running away along with the sound of two shots. ""That's pretty much all I saw, was him running out of the house and the cars leaving,"" she said. Demming later went outside and saw the covered body of a child on the home's roof. State Rep. Tammy Phelps said some children tried to get away through the back of the house. ""I can't even imagine what the police officers, first responders actually dealt with when they got here today,"" she said. Mourners laid flowers outside the single-story house on 79th Street and others lit candles for the victims in the parking lot of a nearby shopping plaza. ""It just makes you take your children and hug them and hold them and tell them how much you love them,"" said Kimberlin Jackson, who attended the vigil. Investigators were not aware of other domestic violence issues involving Elkins, said police spokesperson Chris Bordelon. Elkins did not appear to have an extensive criminal history in court records, which showed he was placed on probation in 2019 after pleading guilty to illegal use of weapons. In that case, Elkins fired five rounds at a vehicle and told police that someone inside it had pulled a gun on him, according to a police report. Brown, the cousin of one of the w",https://www.pbs.org/newshour/nation/police-say-8-children-killed-in-a-louisiana-mass-shooting
PBS,U.S. and allied forces kick off combat drills with Philippines as China objects,"Jim Gomez, Associated PressJim Gomez, Associated Press MANILA, Philippines (AP) — The United States and the Philippines kicked off one of their largest combat exercises Monday in an annual display of allied military might aimed at deterring aggression in Asia, despite Washington'spreoccupation with the war in the Middle East. The large-scale drills will expand this year to include new full-time participants including Japan and Canada, which have signed visiting forces agreements with Manila, the Philippine military said. Subscribe to Here’s the Deal, our politics
                 newsletter for analysis you won’t find anywhere else. More than 17,000 American and Filipino military personnel will participate in the Balikatan — Tagalog for shoulder-to-shoulder — exercise. The event will last nearly three weeks and include mock battle scenarios and live-fire maneuvers in locations including Philippine provinces facing the disputed South China Sea and the Taiwan Strait. China has objected to the U.S.-Philippine drills, saying they are aimed at containing its global rise. The Philippine military has insisted the exercise does not target any country and is needed to prepare allied forces to respond to natural disasters. Nearly 10,000 U.S. military personnel will take part in the drills, a major deployment that U.S. military officials said underscores Washington's commitment to Asia. ""Regardless of the challenges elsewhere in the world, the United States focus on the Indo-Pacific and our ironclad commitment to the Philippines remains unwavering,"" Marine Lt. Gen. Christian Wortman said in the opening ceremony. Lt. Gen. Christian Wortman, Commanding General of the U.S. Marine Expeditionary Force, speaks during the opening ceremonies of the joint military exercise dubbed ""Balikatan"" or ""Shoulder to Shoulder,"" on Monday at Camp Aguinaldo military headquarters in Quezon city, Philippines. Photo by Aaron Favila/AP Photo Armed Forces of the Philippines chief of staff Gen. Romeo Brawner said the multinational combat drills build deterrence and resilience against aggression in the region. He did not mention any country in his speech, but in the past he has strongly criticized China for its increasingly assertive actions against Philippine navy and coast guard forces in the South China Sea, which Beijing claims virtually in its entirety. The Philippines, Vietnam, Malaysia, Brunei and Taiwan also lay claims to the waters, a key global trade route, but territorial confrontations have particularly spiked between Chinese and Filipino forces in recent years. In Beijing, Ministry of Foreign Affairs spokesperson Guo Jiakun warned, without mentioning the United States, that bringing foreign forces with a record of impunity to the region could spark confrontation. ""Unilateralism and military bullying have already brought profound disasters to the world,"" he said. ""What the Asia-Pacific region needs most is peace and stability, and what it least needs is the introduction of external forces to create division and confrontation."" The U.S. has repeatedly warned China that it is obligated to defend the Philippines, its oldest treaty ally in Asia, if Filipino forces come under armed attack in disputed waters. ""We remain guided by a shared commitment to uphold international law, to respect sovereignty and to contribute to a free and open Indo-Pacific where nations can thrive without coercion,"" Brawner said. During the drills, Japanese forces will fire missiles from a co",https://www.pbs.org/newshour/world/u-s-and-allied-forces-kick-off-combat-drills-with-philippines-as-china-objects
PBS,FBI and Justice Department try to rebuild after wave of resignations and firings,"Eric Tucker, Associated PressEric Tucker, Associated Press Alanna Durkin Richer, Associated PressAlanna Durkin Richer, Associated Press WASHINGTON (AP) — The FBI and Justice Department are scrambling to rebuild a depleted workforce after a wave of departures over the past year, with leaders easing hiring requirements and accelerating recruitment in ways that some current and former officials see as a lowering of long-accepted standards. The FBI has turned to social media campaigns to attract applicants, offered abbreviated training for candidates from other federal agencies and relaxed requirements for support staff seeking to become agents, according to people familiar with the changes and internal communications seen by The Associated Press. At the same time, the Justice Department has opened the door to hiring prosecutors right out of law school to help fill vacancies in U.S. attorney's offices across the country. Subscribe to Here’s the Deal, our politics
                 newsletter for analysis you won’t find anywhere else. Some current and former agents also say the FBI is promoting into positions of leadership employees with less experience than would be customary for the jobs. The moves reflect a broader effort to stabilize a workforce strained by retirements and resignations prompted in part by concerns over the Trump administration's politicization of the department, along with the firings of lawyers, agents and other employees deemed insufficiently loyal to the Republican president's agenda. Critics of the changes say they amount to a reduction in standards for a law enforcement institution that has long prided itself on professional expertise and is responsible for everything from preventing terrorist attacks to building complex public corruption prosecutions. ""It's a sign of, among other things, the difficulty the department is having right now in keeping and recruiting people,"" said Greg Brower, a former U.S. attorney in Nevada who left the FBI in 2018 as its chief congressional liaison. FBI Director Kash Patel, next to U.S. Attorney General Pam Bondi, speaks at a press conference following the arrest in the D.C. pipe bomber investigation, at the Justice Department in Washington, D.C., U.S., December 4, 2025. Photo by Jessica Koscielniak/Reuters. The FBI defended the changes as a necessary modernization of its hiring pipeline, saying it is streamlining, not lowering, standards and removing what it says were ""bureaucratic"" steps in the application process. It said applicants were still evaluated ""on the same competencies."" ""The Bureau holds high standards for potential and current employees, and there is a rigorous application and background process to join the FBI,"" the FBI said in a statement. The FBI has long been seen as the nation's premier federal law enforcement agency, with a recruitment process anchored around physical fitness tests, a writing assessment, interview and training academy at Quantico, Virginia. Elements of the regimen have been periodically tweaked to fit the bureau's needs, including over the past year under the leadership of FBI Director Kash Patel. With a mantra to ""let good cops be cops,"" Patel announced last fall that transfers from other agencies such as the Drug Enforcement Administration would be able to complete a nine-week training academy instead of the traditional academy that spans more than four months. The change rankled some current and former officials who say the FBI's protocols, pro",https://www.pbs.org/newshour/nation/fbi-and-justice-department-try-to-rebuild-after-wave-of-resignations-and-firings
PBS,Federal judge blocks Nexstar-Tegna merger until antitrust lawsuit is resolved,"Rebecca Boone, Associated PressRebecca Boone, Associated Press A federal judge has blocked a $6.2 billion merger of local television giants Nexstar Media Group and rival Tegna until an antitrust lawsuit is resolved. U.S. District Court Chief Judge Troy L. Nunley in Sacramento, California, made the ruling late Friday afternoon, finding that eight attorneys general and DirecTV were likely to prevail in their legal bid to stop the merger. The attorneys general, all Democrats, and DirecTV contend the merger will lead to higher prices for consumers, stifle local journalism and that the deal runs afoul of federal laws designed to protect against monopolies. The deal, announced last year and approved by the Federal Communications Commission, would create a company that owns 265 television stations in 44 states and the District of Columbia, most of them local affiliates of one of the ""Big Four"" national networks: ABC, CBS, Fox and NBC. That would likely give Nexstar the power to raise the retransmission fees it charges to video programming distributors like DirecTV, which means higher bills for consumers, Nunley wrote. The company also has a track record of consolidating local television news stations when it owns more than one station in a market, the judge said, meaning viewers ""will lose options for where to get their local news."" The deal could also force distributors like DirecTV to comply with Nexstar's demands for higher broadcast fees or risk leaving subscribers potentially unable to watch things like Sunday NFL football games, the judge said. Stopping the merger for now is ""in the public interest,"" Nunley wrote. Attorneys representing Nexstar and Tegna did not immediately respond to a request for comment. Nexstar's attorneys told the court the deal has already been reviewed and cleared by the FCC and the Department of Justice. They said the FCC order commits the company to expand local journalism and programming, not shrink it. The merger needed the approval of the Republican Trump administration's FCC because the government had to waive rules that limit how many local stations one company can own. FCC Chairman Brendan Carr said in March that the company had agreed to divest itself of six stations. The judge said the FCC clearance process for the deal was ""unusual,"" and that the regulatory oversight ""did not curb the manifest anticompetitive effects of this acquisition."" The Department of Justice, which is tasked with conducting antitrust reviews of these types of mergers, announced it was closing its investigation of the deal in March through ""early termination,"" the judge noted, ending the review process sooner than is normally required by statute. ""In unusual circumstances — with the FCC's quasi-adjudicatory licensing proceeding still pending — the President himself weighed in publicly in February and urged federal regulators to approve the deal to 'knock out the Fake News,'"" Nunley wrote. The preliminary injunction is designed to keep things as they are until the lawsuit is fully decided, Nunley said. New York Attorney General Letitia James called the ruling a ""critical victory"" in a statement released Friday evening. ""Consolidating hundreds of local TV stations under one corporate owner would mean higher prices and lower quality programming for consumers,"" she wrote. She later continued, ""We will keep fighting our case to ensure fair competition among local TV stations that serve communities across the country."" Rebecca Boone, Ass",https://www.pbs.org/newshour/nation/federal-judge-blocks-nexstar-tegna-merger-until-antitrust-lawsuit-is-resolved
PBS,Oil prices spike again following latest standoff in the Strait of Hormuz,"Wyatte Grantham-Philips, Associated PressWyatte Grantham-Philips, Associated Press NEW YORK (AP) — Oil prices rose in early trading Sunday as a standoff between Iran and the U.S. prevented tankers from using the Strait of Hormuz, the Persian Gulf waterway that is crucial to global energy supplies. The price of U.S. crude oil increased 6.4% to $87.88 per barrel after trading resumed on the Chicago Mercantile Exchange. The price of Brent crude, the international standard, climbed 6.5% to $96.25 per barrel. The market reaction followed more than two days of growing hopes and dashed expectations involving the strait. Iran, which effectively controls the passage, said Friday that it would fully reopen the passage off its coast to commercial traffic. Crude prices plunged more than 9% on the news. READ MORE:Trump says U.S. seized Iranian-flagged ship as Iran promises to respond Tehran reversed its decision on Saturday, after President Donald Trump said a U.S. Navy blockade of Iranian ports would remain in effect. Over the weekend, Iran's Revolutionary Guard fired on several vessels. Trump reported the forcible seizure of an Iranian-flagged cargo ship that tried to get around the blockade. The US-Israeli war against Iran, now in its eighth week, has created one of the worst global energy crises in decades. Countries in Asia and Europe that import much of their oil from the Middle East have felt the most impact of halted supplies and production cuts, although rapidly rising gasoline, diesel and jet fuel prices are affecting businesses and consumers worldwide. Asked when he thought U.S. motorists would again see gas cost less than $3 a gallon on average, Energy Secretary Chris Wright said prices at the pump might not go down that much until next year. ""But prices have likely peaked, and they'll start going down,"" Wright told CNN's ""State of the Union"" on Sunday. READ MORE:Los Angeles woman arrested on suspicion of helping Iran traffic weapons to Sudan The price of crude oil — the main ingredient in gasoline — has fluctated dramatically since the U.S. and Israel attacked Iran on Feb. 28, and as Iran retaliated with airstrikes on other Gulf states. Crude traded at roughly $70 a barrel before the conflict, spiked to more than $119 at times, and previously closed Friday at $82.59 for U.S. oil and $90.38 for Brent. Industry analysts have repeatedly warned that the longer the strait is closed, the worse prices could get. A fragile, two-week ceasefire between the U.S. and Iran is set to expire Wednesday, while escalating tensions in the Strait of Hormuz puts the fate of new talks to end the war into question. Even if a lasting deal to reopen the Strait of Hormuz emerges, analysts say it could take months for oil shipments to return to normal levels and for fuel prices to go down. Backed-up tanker traffic, shipowners concerned about another sudden escalation, and energy infrastructure damaged during the war are factors that could impede production and shipment volumes from returning to pre-war levels. A gallon of regular gas cost an average of nearly $4.05 a gallon in the U.S. on Sunday, according to motor club federation AAA. That's about 8 cents lower than a week ago, but far higher than $2.98 before the war. Wyatte Grantham-Philips, Associated PressWyatte Grantham-Philips, Associated Press",https://www.pbs.org/newshour/world/oil-prices-spike-again-following-latest-standoff-in-the-strait-of-hormuz
PBS,How to spot the Lyrid meteor shower that is peaking this week,"Adithi Ramakrishnan, Associated PressAdithi Ramakrishnan, Associated Press NEW YORK (AP) — This year's Lyrid meteor shower is getting a boost thanks to a dim crescent moon. Skywatchers could see 10 to 20 shooting stars per hour soar across the spring sky, according to NASA, when the fiery display peaks Tuesday night into Wednesday morning. The show will be visible across the globe, but views will be best in the Northern Hemisphere. And there's no risk of the crescent moon photobombing the Lyrid shower. It'll set before the fun starts. Meteor showers happen when the Earth plows through debris trails left behind by space rocks. Those stray bits get hot as they enter the atmosphere, producing fiery streaks that are also known as shooting stars. READ MORE:The year's first meteor shower and supermoon to overlap in the sky Contrary to the name, most meteor showers are actually debris from comets. The Lyrids are the leftovers from an icy ball called comet Thatcher. ""We only get to see the actual comet once every 415 years. But we pass through the grains that have been left in its wake every year around the same time,"" said Maria Valdes, who studies meteorites and works at the School of the Art Institute of Chicago. A handful of random meteors are visible on any given night. At predictable times throughout the year, enough can be seen at once to make a more exciting spectacle. The Lyrids are one of the oldest recorded meteor showers, with reported sightings dating back over 2,500 years. To see the Lyrids, go outside after midnight and venture away from tall buildings and city lights. It'll take at least 15 to 30 minutes for your eyes to adjust to the nighttime sky and remember to resist looking at your phone. Bring lawn chairs or a sleeping bag and be patient until the meteors reveal themselves. They'll appear to come from the constellation Lyra in the northeastern sky. ""A meteor looks like a trail of light in the sky. What you tend to detect is the motion against the background,"" said astronomer Lisa Will with San Diego City College. The next major shower is soon approaching in early May: the Eta Aquarids, debris from Halley's comet. Adithi Ramakrishnan, Associated PressAdithi Ramakrishnan, Associated Press",https://www.pbs.org/newshour/science/how-to-spot-the-lyrid-meteor-shower-that-is-peaking-this-week
PBS,Russian strikes kill at least 2 as Ukraine targets drone factory inside Russia,"Derek Gatopoulos, Associated PressDerek Gatopoulos, Associated Press KYIV, Ukraine (AP) — Russian strikes killed at least two people in Ukraine, officials said Sunday, as the Ukrainian military struck a drone factory in southwestern Russia. A ""massive"" nighttime drone strike on Chernihiv in northern Ukraine killed a 16-year-old boy and wounded four others, according to the head of the city's military administration. Rescuers found the teenager's body as they cleared away rubble, Dmytro Bryzhynskyi reported on Telegram on Sunday morning. He said the drone strike also wounded three women and one man. Several houses were set on fire, he added. READ MORE:Widespread Russian attacks hit Ukraine as Ukraine targets Russian industrial areas Russian drones also attacked the southern city of Kherson on Sunday, local officials reported. A man died of his wounds after a drone hit a van driving through the city center, according to Oleksandr Prokudin, the head of the regional administration. A second man was hospitalized with blast injuries, regional authorities said. Russia launched 236 drones into Ukrainian territory overnight into Sunday, Ukraine's air force reported. Of those, 203 drones were shot down while 32 hit targets in 18 separate locations, it said. Meanwhile, Ukraine hit a drone factory in the city of Taganrog, Ukraine's General Staff reported. The site lies some 55 kilometers (35 miles) east of Russian-occupied eastern Ukraine in southwestern Russia. According to the military, Ukrainian drones sparked a fire at the Atlant Aero factory, which designs and produces strike and reconnaissance drones, as well as components for more powerful UAVs that can carry guided bombs weighing up to 250 kilograms (550 pounds). Ukraine's navy said it carried out the attack on the drone factory in southern Russia, using domestically manufactured Neptune cruise missiles. ""This defense enterprise is an important part of the Russian military-industrial complex, where drones were developed and manufactured,"" the navy said in an online post. It also posted images showing a huge cloud of smoke over the city, which it said was the impact of the strikes. Three people were injured in a nighttime air attack on commercial infrastructure in Taganrog, according to the Russian regional governor, Yuri Slyusar. He did not specify what facility was hit, but said warehouses were set on fire following the strike. Taganrog Mayor Svetlana Kambulova said the strike damaged ""commercial enterprises"" in the city, as well as a vocational school and multiple cars. Russia's Defense Ministry said its forces shot down 274 Ukrainian drones during the night, as well as guided aerial bombs and a Neptune cruise missile. The ministry did not say how many struck targets. Ukraine's Interior Ministry on Sunday launched an official inquiry into a mass shooting in Kyiv the previous day that killed six people and wounded at least 14 others. A gunman wielding an automatic weapon killed six people and barricaded himself inside a supermarket with hostages in the Ukrainian capital before he was shot and killed by police, authorities said. Interior Minister Ihor Klymenko described the attacker's mental state as ""clearly unstable."" The 58-year-old gunman has not been named, but Ukrainian President Volodymyr Zelenskyy on Saturday said he was born in Russia. Authorities worked to piece together a motive for the violence. Several police officers were suspended for allegedly failing to respond appropriatel",https://www.pbs.org/newshour/world/russian-strikes-kill-at-least-2-as-ukraine-targets-drone-factory-inside-russia
PBS,Eddie Murphy receives AFI life achievement award along with star-studded tribute,"Jonathan Landrum Jr., Associated PressJonathan Landrum Jr., Associated Press LOS ANGELES (AP) — Eddie Murphy took a moment to look out at the star-studded room at the American Film Institute ceremony — at his family, his peers, the people who have shared his journey — and let it all sink in. ""Seeing all of my family, all my kids, my beautiful wife, and seeing all the different people I worked with, I'm just really filled up,"" said Murphy, who received the life achievement award at the Dolby Theatre in Los Angeles on Saturday night. ""This is a special moment. I wish y'all could feel what I'm feeling, see what I'm seeing. I almost teared up. I'm going to get backstage and cry."" Just before accepting the award, Murphy was met with a standing ovation, stepping onstage and moving through the ballroom as the applause followed. Along the way, he passed Spike Lee, Martin Lawrence, Dave Chappelle, Chris Rock, Arsenio Hall and Judge Reinhold. Spike Lee and Eddie Murphy react on the stage at the 51st AFI Life Achievement Award tribute gala at the Dolby Theatre in Los Angeles, California, U.S., April 18, 2026. Photo by Daniel Cole/Reuters. The tribute, which also featured appearances from Bill Burr, Kevin Hart, Eva Longoria, Da'Vine Joy Randolph and Kenan Thompson, will premiere as a special on Netflix on May 31. Murphy, 65, has moved from a teenage stand-up sensation to a breakout force on ""Saturday Night Live"" to a box office mainstay with films like ""Beverly Hills Cop,"" ""Coming to America,"" ""The Nutty Professor"" and the ""Shrek"" franchise. Large images from those defining moments filled the venue stage, tracing a career that has crossed stand-up, television and film. ""Eddie made us laugh and made our nation feel better,"" said Lee, who presented the award to Murphy. ""I took a camera and told stories on how our nation could be better. … We both pushed culture forward. ... Every step of this journey, Eddie has been true to himself."" Comedians pointed to Murphy's influence across generations. Lawrence, who starred in the film ""Life"" with Murphy, shared a personal moment from early in his career, recalling how Murphy once declined his request for a photo. But now, that shouldn't be a problem since their children married each other in 2025. ""Now I can get all the pictures I want,"" Lawrence said with a smile. ""Because we're in-laws."" Keegan-Michael Key and Elle Key gesture at the 51st AFI Life Achievement Award tribute gala at the Dolby Theatre in Los Angeles, California, U.S., April 18, 2026. Photo by Daniel Cole/Reuters. Arsenio Hall, Murphy's longtime collaborator on ""Coming to America,"" spoke about Murphy advocating for him in the film and highlighted the depth of his talent. ""When Eddie does a family film, he plays a whole damn family,"" Hall said. Chappelle reflected on studying Murphy's stand-up as a teenager watching ""Raw."" He described Murphy as one of the defining figures in the industry and shared a recent visit to his home, where seeing Murphy's grandchildren playing offered a deeper perspective on his life. ""I would watch him every day after school like I was taking a class,"" said Chappelle, who also spoke on an interview where he considered revisiting ""Chappelle's Show,"" a project he once stepped away from, calling it one of the most meaningful experiences of his career. Chappelle said Murphy encouraged him to revisit the idea, and even joked about joining the project if it comes to fruition. Stevie Wonder described Murphy's impact as somet",https://www.pbs.org/newshour/arts/eddie-murphy-receives-afi-life-achievement-award-along-with-star-studded-tribute
PBS,U.S. attacks Iranian-flagged ship as Tehran promises to respond,"Michelle L. Price, Associated PressMichelle L. Price, Associated Press Samy Magdy, Associated PressSamy Magdy, Associated Press Sam Metz, Associated PressSam Metz, Associated Press WASHINGTON (AP) — The United States attacked and seized an Iranian-flagged cargo ship it said had tried to evade a naval blockade near the Strait of Hormuz on Sunday, and Iran's joint military command vowed to respond, throwing a fragile ceasefire into question days before it expires. It was the first interception since the U.S. blockade of Iranian ports began last week. Iran's joint military command called the armed boarding an act of piracy and a ceasefire violation, the state broadcaster said. With the U.S.-Iran standoff over the strait sharpening and the ceasefire expiring by Wednesday, it was not clear where President Donald Trump 's earlier announcement on new talks with Iran now stood. He had said U.S. negotiators would head to Pakistan on Monday. READ MORE:Iran closes Strait of Hormuz over U.S. blockade and fires on ships The uncertainty sent oil prices rising again. One of the worst global energy crises in decades threatened to deepen. Trump on social media said a U.S. Navy guided missile destroyer in the Gulf of Oman warned the Iranian-flagged ship, the Touska, to stop and then ""stopped them right in their tracks by blowing a hole in the engineroom."" U.S. Marines had custody of the U.S.-sanctioned vessel and were ""seeing what's on board!"" It was not clear whether anyone was hurt. The U.S. Central Command, which didn't answer questions, said the destroyer had issued ""repeated warnings over a six-hour period."" There was no comment from Iranian officials on Trump's announcement of the talks. However, Iranian state media, without citing anyone beyond unnamed sources, issued brief reports suggesting that talks would not happen. Minutes after the ship seizure was announced, Iranian state media reported on Iranian President Masoud Pezeshkian's phone conversation with Pakistani Prime Minister Shehbaz Sharif earlier Sunday. Pezeshkian alleged bullying and unreasonable behavior by the United States, the reports said, and warned that U.S. actions have led to increased suspicion about the possibility that the U.S. will repeat previous patterns and ""betray diplomacy."" Separately, Pakistani Foreign Minister Ishaq Dar spoke by phone with Iran's Foreign Minister Abbas Araghchi. Pakistan did not confirm a second round of talks, but authorities began tightening security in Islamabad. A regional official involved in the efforts said mediators were finalizing preparations and U.S. advance security teams were on the ground. The official spoke on condition of anonymity because they weren't authorized to discuss preparations with the media. The White House said Vice President JD Vance, who led the first round of historic face-to-face talks over 21 hours last weekend, would lead the U.S. delegation to Pakistan with envoys Steve Witkoff and Jared Kushner. Iran on Saturday said it had received new proposals from the United States. While Iran's chief negotiator, parliament speaker Mohammed Bagher Qalibaf, said in an interview aired on state television late Saturday that ""there will be no retreat in the field of diplomacy,"" he acknowledged a wide gap remained between the sides. It was unclear whether either side had shifted stances on issues that derailed the last round of negotiations, including Iran's nuclear enrichment program, its regional proxies and control over the Stra",https://www.pbs.org/newshour/world/trump-says-u-s-officials-will-hold-more-talks-with-iran-in-pakistan
PBS,Vance faces first global test as U.S. negotiator with Iran,"Vice President JD Vance makes his first major foray onto the world stage as America's top negotiator with Iran. He's the most prominent isolationist in the Trump administration and his assignment puts him front and center on an issue with enormous consequences. Compass Points guest moderator Lisa Desjardins discusses more with Heather Conley, Matthew Kroenig, Curt Mills and Jeffrey Rathke. Lisa Desjardins is a correspondent for PBS News Hour, where she covers news from the U.S. Capitol while also traveling across the country to report on how decisions in Washington affect people where they live and work. Zeba Warsi is a foreign affairs producer, based in Washington DC. She's a Columbia Journalism School graduate with an M.A. in Political journalism. She was one of the leading members of the NewsHour team that won the 2024 Peabody award for News for our coverage of the war in Gaza and Israel. Zoie Lambert is an associate producer for PBS News.",https://www.pbs.org/newshour/video/compass-points/2026/04/vance-faces-first-global-test-as-u-s-negotiator-with-iran
PBS,Canada's prime minister says economic connection to the U.S. has shifted from a strength to a weakness,"Jim Morris, Associated PressJim Morris, Associated Press VANCOUVER, British Columbia (AP) — Canadian Prime Minister Mark Carney said in a video address released Sunday that Canada's strong economic ties to the United States were once a strength but are now a weakness that must be corrected. In the 10-minute address, Carney spoke about his government's efforts to strengthen the Canadian economy by attracting new investments and signing trade deals with other countries. ""The world is more dangerous and divided,"" Carney said. ""The U.S. has fundamentally changed its approach to trade, raising its tariffs to levels last seen during the Great Depression. ""Many of our former strengths, based on our close ties to America, have become weaknesses. Weaknesses that we must correct."" Carney said tariffs imposed by U.S. President Donald Trump have affected workers in the auto and steel industries. He added that businesses are holding back investments ""restrained by the pall of uncertainty that's hanging over all of us."" Many Canadians have also been angered by Trumps comments suggesting Canada become the 51st state. Carney said he plans to give Canadians regular updates on his government's efforts to diversify away from the U.S. ""Security can't be achieved by ignoring the obvious or downplaying the very real threats that we Canadians face,"" he said. ""I promise you I will never sugarcoat our challenges."" It's not the first time Carney, who served as a central bank governor, first at the Bank of Canada and later with the Bank of England, has spoken about a shift in world power. During a speech in January at the World Economic Forum in Davos, Switzerland, he received widespread praise for condemning economic coercion by great powers against small countries. ""Canada lives because of the United States,"" Trump said after the speech. ""Remember that, Mark, the next time you make your statements."" There was no immediate White House reaction Sunday to the address. Carney's comments came days after securing a majority government following special election wins and as the opposition Conservatives push him to deliver a U.S. trade deal, which was among his promises in last year's election. A review of the current version of the North American Free Trade Agreement between Canada, the U.S. and Mexico is scheduled for July. In his address, Carney said he wants to attract new investments into Canada, double the size of clean energy capacity and reduce trade barriers within the country. He also emphasized Canada's increased defense spending, reduction in taxes and efforts to make housing more affordable. ""We have to take care of ourselves because we can't rely on one foreign partner,"" he said. ""We can't control the disruption coming from our neighbors. We can't control our future on the hope it will suddenly stop. ""We can control what happens here. We can build a stronger country that can withstand disruptions from aboard."" Carney said simply hoping the ""United States will return to normal"" is not a feasible strategy. ""Hope isn't a plan and nostalgia is not a strategy,"" he said. Carney said Canada has ""been a great neighbor"" standing with the U.S. in conflicts including Afghanistan, plus two World Wars. ""The U.S. has changed and we must respond,"" he said. ""It's about taking back control of our security, our borders and our future."" Jim Morris, Associated PressJim Morris, Associated Press",https://www.pbs.org/newshour/politics/canadas-prime-minister-says-economic-connection-to-the-u-s-has-shifted-from-a-strength-to-a-weakness
PBS,Chernobyl full of life as wildlife reoccupies a radioactive landscape,"Derek Gatopoulos, Associated PressDerek Gatopoulos, Associated Press Evgeniy Maloletka, Associated PressEvgeniy Maloletka, Associated Press CHERNOBYL, Ukraine (AP) — On contaminated land that is too dangerous for human life, the world's wildest horses roam free. Across the Chernobyl exclusion zone, Przewalski's horses — stocky, sand-colored and almost toy-like in appearance — graze in a radioactive landscape larger than Luxembourg. On April 26, 1986, an explosion at the nuclear power plant in Ukraine sent radiation across Europe and forced the evacuation of entire towns, displacing tens of thousands. It was the worst nuclear disaster in history. Four decades on, Chernobyl — which is transliterated as ""Chornobyl"" in Ukraine — remains too dangerous for humans. But the wildlife has moved back in. A roe deer stands in a forest in the state radiation ecology reserve in the 30 km (19 miles) exclusion zone around the Chernobyl nuclear reactor near the village of Babchin, some 370 km (230 miles) southeast of Minsk, March 18, 2011. Still inhospitable to humans, the Chernobyl ""exclusion zone"" -- a contaminated 30-km radius around the site of the nuclear reactor explosion of April 26, 1986 -- is now a nature reserve and teems with different wild animals. Belarus, Ukraine and Russia will mark the 25th anniversary of the nuclear reactor explosion in Chernobyl, the place where the world's worst civil nuclear accident took place, on April 26. Photo by Vasily Fedosenko/Reuters. Wolves now prowl the vast no-man's-land spanning Ukraine and Belarus, and brown bears have returned after more than a century. Populations of lynx, moose, red deer and even free-roaming packs of dogs have rebounded. Przewalski's horses, native to Mongolia and once on the brink of extinction, were introduced here in 1998 as an experiment. Known as ""takhi"" in Mongolia (""spirit""), the horses are distinct from domestic breeds, with 33 pairs of chromosomes compared with 32 in domesticated horses. The modern name comes from the Russian explorer who first formally identified them. ""The fact that Ukraine now has a free-ranging population is something of a small miracle,"" said Denys Vyshnevskyi, the zone's lead nature scientist. With human pressure gone, parts of the exclusion zone now resemble European landscapes from centuries past, he said, adding: ""Nature recovers relatively quickly and effectively."" The transformation is visible everywhere. Trees pierce abandoned buildings, roads dissolve into forest, and weathered Soviet-era signs stand beside leaning wooden crosses in overgrown cemeteries. Hidden cameras show the horses adapting in unexpected ways. They seek shelter in crumbling barns and deserted homes, using them to escape harsh weather and insects — even bedding down inside. The animals live in small social groups — typically one stallion with several mares and their young — alongside separate bands of younger males. Many died after their introduction, but others adapted. Tracking them takes time. Vyshnevskyi often drives alone for hours, setting motion-sensitive camera traps in camouflaged casings attached to trees. Despite persistent radiation, scientists have not recorded widespread die-offs, though subtler effects are evident. Some frogs have developed darker skin, and birds in higher-radiation areas are more likely to develop cataracts. Russia's 2022 invasion brought fighting through the exclusion zone as troops advanced toward Kyiv, digging defenses into contaminated soil",https://www.pbs.org/newshour/science/chernobyl-full-of-life-as-wildlife-reoccupies-a-radioactive-landscape
